order_id,customer_id,country,signup_month,order_date,channel,revenue
5462,1160,UK,2026-02,2026-03-27,Paid Search,35.93
5463,1160,UK,2026-02,2026-04-18,Paid Social,180.71
5464,1161,IN,2025-09,2026-01-10,Email,305.62
5465,1161,IN,2025-09,2026-05-22,Affiliate,58.95
5466,1162,AU,2026-01,2026-04-02,Organic Search,279.85
5467,1162,AU,2026-01,2026-02-23,Organic Search,93.4
5468,1162,AU,2026-01,2026-06-11,Organic Search,247.97
5469,1162,AU,2026-01,2026-06-13,Paid Social,192.38
5470,1163,DE,2026-02,2026-05-13,Paid Social,209.36
5471,1164,AU,2026-02,2026-02-13,Paid Social,102.02
5472,1164,AU,2026-02,2026-04-15,Organic Search,116.84
5473,1164,AU,2026-02,2026-02-28,Affiliate,239.28
5474,1164,AU,2026-02,2026-05-21,Email,126.18
5475,1164,AU,2026-02,2026-02-26,Email,83.78
5476,1165,UK,2025-12,2026-01-16,Paid Search,268.16
5477,1165,UK,2025-12,2026-02-18,Email,188.97
5478,1166,UK,2025-08,2026-01-22,Affiliate,31.87
5479,1166,UK,2025-08,2026-06-26,Organic Search,22.92
5480,1167,IN,2025-12,2026-01-15,Paid Social,317.54
5481,1167,IN,2025-12,2026-03-07,Organic Search,292.64
5482,1167,IN,2025-12,2026-05-10,Paid Search,299.68
5483,1167,IN,2025-12,2026-02-03,Email,93.62
5484,1167,IN,2025-12,2026-02-22,Organic Search,67.99
5485,1168,UK,2026-02,2026-04-24,Email,88.71
5486,1168,UK,2026-02,2026-02-23,Paid Search,82.45
5487,1169,US,2026-01,2026-05-08,Paid Social,152.41
5488,1170,IN,2026-03,2026-05-27,Paid Search,277.82
5489,1171,US,2025-08,2026-03-03,Paid Search,44.98
5490,1171,US,2025-08,2025-09-04,Paid Social,284.06
5491,1171,US,2025-08,2025-10-13,Affiliate,245.45
5492,1172,UK,2025-12,2026-05-05,Paid Search,188.11
5493,1173,US,2026-01,2026-02-15,Paid Social,82.34
5494,1173,US,2026-01,2026-06-05,Organic Search,204.05
5495,1173,US,2026-01,2026-04-28,Paid Search,288.77
5496,1174,IN,2025-07,2025-08-19,Affiliate,124.16
5497,1175,DE,2026-03,2026-04-08,Paid Search,43.44
5498,1175,DE,2026-03,2026-05-25,Organic Search,26.1
5499,1176,UK,2025-07,2025-11-07,Paid Social,171.88
5500,1176,UK,2025-07,2026-06-13,Paid Social,34.48
5501,1176,UK,2025-07,2025-10-16,Paid Social,90.81
5502,1176,UK,2025-07,2026-05-20,Paid Search,286.39
5503,1177,US,2025-12,2026-02-11,Paid Search,277.97
5504,1178,DE,2026-02,2026-04-18,Email,248.34
5505,1178,DE,2026-02,2026-02-01,Email,22.17
5506,1178,DE,2026-02,2026-03-02,Organic Search,304.5
5507,1179,DE,2025-07,2025-11-21,Affiliate,249.67
5508,1179,DE,2025-07,2026-01-23,Paid Social,211.44
